city,barangay,date,month,precipitation,temp_mean,temp_min,temp_max,heat_index,wind_speed,relative_humidity,zone,evacuation_status,household_members,zone_incident_count,tag_bedridden,tag_pwd,tag_senior_citizen,tag_pregnant,tag_infant,rainy_season,weather_risk,risk_score,risk_label
Cagayan de Oro,Kauswagan,2004-09-01,9,9.7,29.27,25.84,31.73,34.07,2.26,88.0,Zone 2,Safe,9,1,0,1,0,1,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2004-09-12,9,9.4,25.67,22.35,27.42,30.67,0.0,90.0,Zone 2,Unaccounted,4,2,0,0,0,0,0,1,Medium,92,HIGH
Cagayan de Oro,Kauswagan,2009-04-16,4,4.26,28.34,25.7,31.37,32.41,1.18,80.7,Zone 5,Safe,7,0,0,0,1,0,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2013-01-08,1,5.27,26.71,23.24,30.68,31.1,0.92,83.9,Zone 3,Unaccounted,6,2,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2022-03-05,3,9.11,28.16,26.17,31.33,31.8,1.35,76.4,Zone 3,Unaccounted,7,1,0,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-04-21,4,2.6,29.1,26.78,30.63,32.47,2.92,73.7,Zone 5,Unaccounted,7,0,0,0,1,1,1,0,,100,HIGH
Cagayan de Oro,Kauswagan,2015-01-21,1,5.0,25.94,24.36,29.36,29.53,1.43,75.9,Zone 3,Safe,4,0,0,0,0,0,0,1,,91,HIGH
Cagayan de Oro,Kauswagan,2018-03-26,3,4.64,27.6,25.97,30.44,31.19,2.57,75.9,Zone 3,Safe,5,3,0,0,0,1,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2012-05-18,5,5.74,29.32,27.25,32.25,33.14,4.03,78.2,Zone 3,Safe,2,0,1,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-09-28,9,10.41,26.91,25.01,29.71,32.13,2.98,92.2,Zone 5,Safe,8,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-07-06,7,7.94,26.43,23.4,29.95,31.18,2.01,87.5,Zone 3,Safe,10,1,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2004-10-25,10,13.36,27.84,25.01,30.6,32.63,1.91,87.9,Zone 3,Unaccounted,4,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-01-05,1,6.44,26.01,22.79,28.14,29.35,1.43,73.4,Zone 6,Safe,8,0,0,0,0,1,0,1,,76,HIGH
Cagayan de Oro,Kauswagan,2012-07-05,7,8.38,27.68,25.17,29.74,32.09,2.29,84.1,Zone 4,Evacuated,6,2,0,0,0,0,0,1,Medium,39,LOW
Cagayan de Oro,Kauswagan,2010-08-03,8,13.95,27.14,24.44,29.36,32.1,3.97,89.6,Zone 6,Safe,9,3,0,0,0,0,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2016-11-03,11,11.66,27.13,24.59,28.67,30.78,1.46,76.5,Zone 3,Evacuated,6,1,0,0,0,0,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2010-02-22,2,5.61,27.46,25.95,28.97,32.09,2.05,86.3,Zone 5,Safe,7,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2004-04-25,4,2.21,27.61,24.98,29.29,31.18,2.27,75.7,Zone 5,Evacuated,8,3,0,0,1,0,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2015-11-20,11,6.67,26.85,24.45,30.22,31.25,1.53,84.0,Zone 2,Evacuated,10,1,1,0,0,1,1,1,,80,HIGH
Cagayan de Oro,Kauswagan,2014-08-18,8,9.53,29.22,27.27,31.44,33.55,2.34,83.3,Zone 6,Evacuated,7,3,1,0,1,0,0,1,Medium,97,HIGH
Cagayan de Oro,Kauswagan,2012-07-26,7,14.26,27.94,26.15,30.59,32.53,2.81,85.9,Zone 3,Evacuated,9,3,1,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2016-07-14,7,14.47,27.63,25.21,30.26,31.31,5.66,76.8,Zone 2,Unaccounted,8,1,0,0,0,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2019-07-05,7,11.1,26.72,24.81,28.76,30.92,0.72,82.0,Zone 3,Safe,4,3,0,0,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2020-06-15,6,9.22,29.05,25.83,32.53,32.92,2.69,78.7,Zone 5,Safe,5,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-02-18,2,3.66,28.13,26.03,31.71,31.11,1.29,69.8,Zone 6,Evacuated,10,0,0,0,0,0,0,0,,45,MEDIUM
Cagayan de Oro,Kauswagan,2008-06-18,6,6.1,28.66,25.84,32.5,33.08,2.84,84.2,Zone 3,Safe,8,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2008-10-22,10,9.15,28.13,26.08,31.49,33.6,1.99,94.7,Zone 5,Safe,3,2,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-03-14,3,3.58,29.12,26.68,32.79,32.3,2.2,71.8,Zone 5,Safe,8,0,1,0,1,0,1,0,,100,HIGH
Cagayan de Oro,Kauswagan,2005-02-26,2,11.33,27.15,25.48,28.67,31.36,0.5,82.1,Zone 5,Unaccounted,1,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-06-07,6,8.17,29.24,25.82,31.51,33.48,2.49,82.4,Zone 3,Safe,10,3,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2008-08-11,8,9.45,27.65,25.57,29.4,32.42,3.29,87.7,Zone 5,Safe,3,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2008-10-14,10,7.67,27.29,24.67,30.36,32.53,3.22,92.4,Zone 4,Evacuated,5,2,1,1,0,1,0,1,Medium,67,MEDIUM
Cagayan de Oro,Kauswagan,2004-02-25,2,3.99,28.85,27.08,31.3,32.57,5.15,77.2,Zone 3,Safe,3,1,0,0,1,0,0,0,High,100,HIGH
Cagayan de Oro,Kauswagan,2021-08-19,8,7.3,27.2,25.34,30.93,31.51,1.65,83.1,Zone 5,Unaccounted,10,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-02-12,2,7.03,27.12,25.27,30.18,30.55,3.39,74.3,Zone 3,Evacuated,3,0,0,1,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-12-26,12,14.08,28.01,25.8,31.97,32.05,1.56,80.4,Zone 5,Safe,10,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-03-12,3,6.29,27.21,25.33,29.41,31.15,1.69,79.4,Zone 6,Safe,1,0,1,1,1,0,0,1,,86,HIGH
Cagayan de Oro,Kauswagan,2017-05-09,5,5.42,29.4,25.91,31.74,33.09,1.69,76.9,Zone 3,Safe,8,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2022-01-05,1,9.97,26.49,24.97,29.42,29.04,2.56,65.5,Zone 3,Safe,4,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-01-23,1,8.34,27.54,24.65,29.88,31.04,4.34,75.0,Zone 5,Unaccounted,7,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-06-24,6,7.1,28.28,25.68,31.0,32.42,2.45,81.4,Zone 4,Safe,8,3,0,0,0,0,0,1,Medium,63,MEDIUM
Cagayan de Oro,Kauswagan,2019-11-11,11,9.07,27.62,24.33,29.18,31.48,0.23,78.6,Zone 3,Safe,2,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-02-05,2,11.21,28.19,25.09,31.64,32.03,2.97,78.4,Zone 2,Unaccounted,1,1,0,0,1,0,0,1,Medium,89,HIGH
Cagayan de Oro,Kauswagan,2007-10-03,10,9.1,27.06,24.39,30.97,31.45,1.72,83.9,Zone 3,Unaccounted,6,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-02-02,2,5.7,28.1,26.2,31.47,31.87,3.2,77.7,Zone 3,Safe,2,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2010-07-26,7,8.36,27.0,25.08,30.29,31.44,0.98,84.4,Zone 5,Safe,9,1,0,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-08-10,8,9.59,27.1,23.87,28.75,30.99,0.0,78.9,Zone 4,Safe,1,1,0,1,1,0,1,1,Medium,64,MEDIUM
Cagayan de Oro,Kauswagan,2006-10-07,10,10.24,27.21,24.3,28.9,30.84,3.24,76.3,Zone 3,Safe,6,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-07-21,7,12.71,27.71,25.62,30.24,32.78,2.87,90.7,Zone 5,Evacuated,4,1,1,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-11-22,11,9.57,27.9,25.84,29.8,31.42,0.69,75.2,Zone 5,Safe,8,1,0,0,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-07-03,7,9.95,27.33,25.81,30.69,30.99,1.56,76.6,Zone 2,Safe,10,2,1,0,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-05-24,5,6.02,29.16,26.76,32.52,33.34,3.32,81.8,Zone 5,Safe,8,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-09-24,9,15.42,27.31,25.35,29.24,31.65,3.39,83.4,Zone 2,Evacuated,7,1,0,0,0,0,0,1,High,67,MEDIUM
Cagayan de Oro,Kauswagan,2017-07-15,7,10.36,26.3,23.9,28.16,31.31,3.11,90.1,Zone 4,Evacuated,7,3,0,0,1,1,0,1,Medium,63,MEDIUM
Cagayan de Oro,Kauswagan,2015-11-05,11,6.4,28.25,26.02,30.84,32.87,3.05,86.2,Zone 3,Unaccounted,3,1,1,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-07-16,7,16.88,28.78,26.74,30.77,32.99,3.47,82.1,Zone 3,Safe,3,1,1,0,1,0,1,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2022-04-16,4,9.55,29.77,26.82,32.35,33.06,2.81,72.9,Zone 4,Unaccounted,3,0,0,0,1,0,0,1,Medium,63,MEDIUM
Cagayan de Oro,Kauswagan,2013-02-03,2,5.54,27.32,24.41,30.34,31.05,2.62,77.3,Zone 2,Safe,9,3,0,0,0,1,1,1,,95,HIGH
Cagayan de Oro,Kauswagan,2008-01-10,1,7.43,28.6,26.42,30.88,32.64,2.0,80.4,Zone 5,Evacuated,10,0,0,0,0,0,0,1,Medium,94,HIGH
Cagayan de Oro,Kauswagan,2014-05-11,5,6.09,29.37,26.26,33.03,32.41,2.36,70.4,Zone 2,Safe,8,0,0,0,0,0,0,1,,62,MEDIUM
Cagayan de Oro,Kauswagan,2009-07-08,7,10.26,28.44,25.05,31.66,33.08,1.11,86.4,Zone 6,Unaccounted,6,2,0,0,1,1,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-06-19,6,11.05,29.37,26.47,33.12,33.33,2.99,79.6,Zone 3,Unaccounted,10,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2010-10-20,10,9.36,27.52,24.39,29.64,31.73,1.22,82.1,Zone 3,Safe,1,1,0,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-10-11,10,10.95,27.86,25.3,30.52,31.68,2.65,78.2,Zone 4,Unaccounted,5,1,0,0,0,0,0,1,Medium,64,MEDIUM
Cagayan de Oro,Kauswagan,2011-04-26,4,4.4,29.37,26.45,31.78,32.1,0.85,67.3,Zone 6,Evacuated,8,0,0,0,1,0,0,0,,53,MEDIUM
Cagayan de Oro,Kauswagan,2022-06-27,6,9.37,29.16,26.69,31.03,33.56,0.56,84.0,Zone 6,Safe,6,1,0,0,0,0,0,1,Medium,78,HIGH
Cagayan de Oro,Kauswagan,2009-09-07,9,10.18,27.55,24.13,30.54,32.18,2.88,86.3,Zone 5,Safe,1,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2010-09-10,9,9.14,27.97,24.89,30.53,31.55,4.49,75.8,Zone 5,Unaccounted,1,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-05-01,5,8.53,28.14,25.34,31.55,32.07,1.28,79.3,Zone 2,Safe,8,1,0,0,1,1,1,1,Medium,98,HIGH
Cagayan de Oro,Kauswagan,2017-03-20,3,10.05,27.61,24.59,29.38,31.29,2.89,76.8,Zone 5,Safe,5,0,0,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-03-19,3,3.92,26.64,24.49,28.18,29.97,4.49,73.3,Zone 3,Safe,6,0,0,0,0,0,0,0,Medium,94,HIGH
Cagayan de Oro,Kauswagan,2015-06-27,6,9.44,27.76,25.16,30.83,32.05,2.29,82.9,Zone 5,Evacuated,7,1,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-11-10,11,18.57,27.46,24.83,30.38,31.3,1.94,78.4,Zone 3,Unaccounted,1,2,0,0,0,1,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2007-02-03,2,6.11,28.5,26.7,31.31,33.02,3.08,85.2,Zone 2,Unaccounted,4,0,0,0,0,0,0,1,Medium,80,HIGH
Cagayan de Oro,Kauswagan,2005-06-11,6,9.5,28.4,26.07,31.78,32.91,1.15,85.1,Zone 3,Safe,9,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-07-23,7,9.67,28.34,25.74,30.06,32.09,0.89,77.5,Zone 3,Safe,3,1,1,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2020-01-21,1,3.39,28.3,26.75,31.41,32.27,3.22,79.7,Zone 5,Evacuated,8,0,0,0,0,0,0,0,Medium,86,HIGH
Cagayan de Oro,Kauswagan,2007-04-05,4,4.81,28.25,25.75,30.56,30.93,2.41,66.8,Zone 2,Evacuated,7,0,1,0,0,1,0,0,,58,MEDIUM
Cagayan de Oro,Kauswagan,2016-11-23,11,6.34,28.18,25.58,29.78,31.44,4.22,72.6,Zone 5,Safe,4,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-06-23,6,12.95,29.37,26.71,31.79,33.55,2.17,81.8,Zone 5,Unaccounted,3,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2022-01-21,1,5.68,27.54,25.48,30.43,30.91,3.1,73.7,Zone 5,Safe,3,2,0,0,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-04-11,4,3.94,28.84,26.55,31.97,32.79,1.62,79.5,Zone 2,Safe,8,1,0,0,0,0,1,0,,67,MEDIUM
Cagayan de Oro,Kauswagan,2008-07-07,7,13.15,29.23,27.5,31.7,33.52,0.0,82.9,Zone 5,Safe,4,1,0,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-12-22,12,6.53,28.72,25.45,32.26,32.58,1.74,78.6,Zone 1,Safe,1,1,0,0,0,0,0,1,,39,LOW
Cagayan de Oro,Kauswagan,2019-05-07,5,6.35,29.73,28.18,31.26,33.67,2.51,79.4,Zone 5,Unaccounted,6,0,0,1,1,1,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2008-07-20,7,12.19,27.3,23.96,30.0,32.11,1.87,88.1,Zone 2,Safe,4,1,0,0,0,0,0,1,Medium,68,MEDIUM
Cagayan de Oro,Kauswagan,2003-01-28,1,3.77,25.81,23.07,29.45,30.1,1.66,82.9,Zone 2,Unaccounted,1,0,0,0,0,0,0,0,,60,MEDIUM
Cagayan de Oro,Kauswagan,2006-10-06,10,8.14,27.1,25.49,29.14,32.01,1.79,89.1,Zone 5,Safe,7,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-05-14,5,7.13,29.46,27.37,31.05,33.27,3.51,78.1,Zone 5,Safe,3,0,1,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-12-22,12,10.86,27.81,24.55,31.64,31.82,0.0,80.1,Zone 1,Safe,2,0,0,0,0,0,0,1,Medium,42,MEDIUM
Cagayan de Oro,Kauswagan,2020-10-23,10,16.77,26.91,24.86,28.47,31.13,2.51,82.2,Zone 6,Safe,2,2,0,0,0,0,0,1,High,85,HIGH
Cagayan de Oro,Kauswagan,2015-02-13,2,7.97,27.61,26.05,30.35,31.18,1.45,75.7,Zone 3,Unaccounted,7,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-01-22,1,6.4,27.58,24.16,31.27,31.5,3.45,79.2,Zone 3,Evacuated,8,0,0,0,0,0,0,1,Medium,90,HIGH
Cagayan de Oro,Kauswagan,2009-11-09,11,13.38,27.53,25.56,30.15,31.55,2.03,80.2,Zone 6,Safe,1,3,0,0,0,1,1,1,Medium,96,HIGH
Cagayan de Oro,Kauswagan,2004-04-23,4,5.46,28.26,26.19,29.98,32.14,0.78,78.8,Zone 5,Safe,8,0,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2020-06-24,6,9.55,28.88,26.3,31.18,33.18,2.15,83.0,Zone 5,Evacuated,7,1,0,0,0,0,0,1,Medium,99,HIGH
Cagayan de Oro,Kauswagan,2012-08-12,8,15.71,27.35,25.55,30.53,31.5,2.52,81.5,Zone 6,Unaccounted,9,1,1,0,1,0,1,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2017-06-12,6,7.08,29.81,27.41,32.66,33.77,2.28,79.6,Zone 5,Evacuated,1,1,0,1,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2008-11-27,11,9.61,27.4,24.2,30.33,31.51,0.29,81.1,Zone 4,Unaccounted,4,3,0,0,0,0,0,1,Medium,74,HIGH
Cagayan de Oro,Kauswagan,2019-07-04,7,7.34,28.3,25.71,31.1,32.62,1.63,83.2,Zone 5,Safe,5,3,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-12-08,12,7.05,27.41,24.93,29.72,31.85,1.81,84.4,Zone 1,Unaccounted,6,0,0,0,0,0,0,1,Medium,67,MEDIUM
Cagayan de Oro,Kauswagan,2015-11-27,11,13.58,26.34,24.4,28.72,30.48,2.13,81.4,Zone 3,Safe,2,1,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-12-25,12,8.72,27.63,24.7,31.36,32.18,4.44,85.5,Zone 3,Unaccounted,2,0,0,1,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-05-27,5,7.57,28.97,26.39,30.71,32.12,3.19,71.5,Zone 6,Unaccounted,1,0,0,0,0,0,0,1,Medium,81,HIGH
Cagayan de Oro,Kauswagan,2005-04-06,4,11.14,28.71,27.08,31.34,32.39,1.31,76.8,Zone 5,Safe,6,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-10-10,10,8.82,27.13,24.85,29.15,32.21,0.38,90.8,Zone 6,Safe,10,3,0,0,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-01-22,1,8.95,26.77,23.32,29.52,30.43,4.26,76.6,Zone 2,Safe,5,1,1,0,0,1,0,1,Medium,90,HIGH
Cagayan de Oro,Kauswagan,2021-07-23,7,14.29,27.65,24.91,30.03,31.54,3.8,78.9,Zone 3,Unaccounted,8,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-08-25,8,8.34,27.73,25.28,30.59,31.94,3.35,82.1,Zone 1,Safe,2,1,0,1,0,0,0,1,Medium,58,MEDIUM
Cagayan de Oro,Kauswagan,2004-10-16,10,13.05,28.34,26.19,31.22,32.94,4.65,86.0,Zone 6,Evacuated,8,1,0,0,0,0,0,1,Medium,66,MEDIUM
Cagayan de Oro,Kauswagan,2007-01-22,1,3.55,29.51,26.82,32.7,33.63,2.14,81.2,Zone 2,Safe,9,0,0,0,0,1,0,0,,62,MEDIUM
Cagayan de Oro,Kauswagan,2021-05-23,5,6.83,29.92,27.64,33.73,33.34,1.01,74.2,Zone 6,Evacuated,1,0,0,0,0,0,0,1,,41,MEDIUM
Cagayan de Oro,Kauswagan,2008-09-16,9,9.85,28.07,24.77,30.3,32.85,2.4,87.8,Zone 5,Safe,5,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-11-05,11,10.12,28.11,26.21,30.83,32.8,2.78,86.9,Zone 3,Safe,3,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-03-08,3,5.72,29.12,25.89,32.08,33.04,2.92,79.2,Zone 3,Safe,8,2,1,0,0,1,1,1,,100,HIGH
Cagayan de Oro,Kauswagan,2022-03-05,3,10.25,27.94,25.31,30.54,31.02,3.54,70.8,Zone 5,Safe,7,0,0,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-11-18,11,9.05,26.76,24.42,28.34,30.93,2.34,81.7,Zone 6,Safe,7,1,0,0,0,0,0,1,Medium,80,HIGH
Cagayan de Oro,Kauswagan,2018-11-12,11,9.94,28.22,25.92,32.02,32.6,0.0,83.8,Zone 5,Unaccounted,3,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-10-06,10,17.33,27.21,24.82,31.2,31.7,3.17,84.9,Zone 6,Safe,5,1,1,1,0,1,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2010-09-02,9,9.39,27.53,25.63,29.78,30.86,1.13,73.3,Zone 5,Evacuated,7,1,0,0,0,0,0,1,Medium,99,HIGH
Cagayan de Oro,Kauswagan,2019-01-04,1,5.96,27.11,24.28,30.07,31.25,3.28,81.4,Zone 6,Safe,3,0,0,0,0,0,0,1,Medium,67,MEDIUM
Cagayan de Oro,Kauswagan,2009-08-26,8,10.56,27.49,25.61,30.18,32.15,4.24,86.6,Zone 5,Safe,2,1,0,0,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-02-05,2,10.67,28.63,25.41,30.49,31.77,0.45,71.4,Zone 2,Evacuated,8,0,1,1,0,0,1,1,Medium,83,HIGH
Cagayan de Oro,Kauswagan,2016-11-25,11,6.94,26.9,23.72,29.3,31.64,0.48,87.4,Zone 6,Safe,5,1,1,0,1,0,0,1,,89,HIGH
Cagayan de Oro,Kauswagan,2009-07-01,7,8.71,28.46,25.62,32.29,32.91,0.0,84.5,Zone 4,Safe,10,3,0,0,0,0,0,1,Medium,63,MEDIUM
Cagayan de Oro,Kauswagan,2022-03-16,3,4.2,28.68,25.28,31.45,32.15,2.31,74.7,Zone 4,Safe,3,0,0,0,0,1,0,0,,30,LOW
Cagayan de Oro,Kauswagan,2022-02-14,2,4.72,27.18,25.62,28.85,30.45,0.65,72.7,Zone 5,Safe,3,1,0,0,0,0,0,0,,92,HIGH
Cagayan de Oro,Kauswagan,2011-05-13,5,9.11,29.03,26.6,32.55,31.93,5.02,69.0,Zone 5,Unaccounted,5,2,0,0,1,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2018-08-17,8,16.3,25.96,23.69,29.64,30.92,1.23,89.6,Zone 5,Evacuated,9,3,0,0,0,0,1,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2013-03-16,3,7.78,28.48,26.8,31.2,32.52,1.55,80.4,Zone 2,Safe,9,1,0,0,0,0,0,1,Medium,75,HIGH
Cagayan de Oro,Kauswagan,2011-11-09,11,9.33,27.83,24.58,30.82,32.63,4.15,88.0,Zone 2,Safe,6,3,0,0,1,0,0,1,Medium,92,HIGH
Cagayan de Oro,Kauswagan,2013-05-07,5,6.45,27.78,25.24,30.31,32.03,2.72,82.5,Zone 3,Safe,7,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2007-10-26,10,10.68,26.53,23.43,29.75,31.24,3.12,87.1,Zone 3,Safe,6,2,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2019-08-19,8,9.7,28.02,26.17,31.33,32.13,1.07,81.1,Zone 5,Unaccounted,4,1,0,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-11-26,11,8.49,26.9,24.65,29.38,31.32,3.26,84.2,Zone 6,Evacuated,10,1,0,0,0,0,0,1,Medium,66,MEDIUM
Cagayan de Oro,Kauswagan,2005-05-20,5,8.51,30.82,28.81,34.74,34.78,2.04,79.6,Zone 6,Unaccounted,7,0,0,0,0,0,0,1,Medium,92,HIGH
Cagayan de Oro,Kauswagan,2017-05-16,5,2.98,30.26,26.89,33.14,34.34,2.14,80.8,Zone 3,Unaccounted,9,0,0,0,0,0,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2018-01-14,1,13.32,26.38,23.69,29.07,29.71,3.47,73.3,Zone 3,Safe,2,0,0,0,0,0,0,1,Medium,95,HIGH
Cagayan de Oro,Kauswagan,2005-01-02,1,8.85,28.12,26.07,30.99,31.63,2.57,75.1,Zone 2,Safe,2,3,0,1,0,0,0,1,Medium,87,HIGH
Cagayan de Oro,Kauswagan,2021-01-22,1,6.39,27.28,25.66,29.06,31.22,2.69,79.4,Zone 4,Unaccounted,5,0,0,0,0,0,0,1,,51,MEDIUM
Cagayan de Oro,Kauswagan,2022-04-20,4,5.59,28.9,26.26,31.07,32.91,3.54,80.1,Zone 6,Safe,4,0,0,0,1,0,0,1,Medium,76,HIGH
Cagayan de Oro,Kauswagan,2015-04-06,4,1.86,29.56,27.65,32.6,33.36,4.44,78.0,Zone 2,Unaccounted,2,0,0,0,1,0,0,0,Medium,77,HIGH
Cagayan de Oro,Kauswagan,2006-08-04,8,7.25,27.85,25.86,30.37,32.64,1.88,87.9,Zone 3,Safe,10,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-04-09,4,6.32,27.55,26.04,30.73,31.0,2.79,74.5,Zone 6,Safe,10,2,0,0,0,0,0,1,,80,HIGH
Cagayan de Oro,Kauswagan,2005-04-04,4,6.29,28.54,26.22,31.15,32.23,4.02,76.9,Zone 1,Safe,7,2,1,0,1,0,0,1,Medium,83,HIGH
Cagayan de Oro,Kauswagan,2018-04-22,4,7.81,27.55,25.18,31.24,30.54,4.72,69.9,Zone 3,Safe,1,0,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-10-07,10,8.72,27.08,25.29,28.77,31.41,3.45,83.3,Zone 3,Unaccounted,7,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-04-11,4,7.83,28.57,26.26,30.69,31.52,2.8,69.5,Zone 5,Safe,4,0,1,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-11-23,11,10.27,28.48,26.08,31.98,32.74,3.76,82.6,Zone 3,Safe,6,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-07-24,7,7.91,27.87,24.55,29.59,31.75,2.13,78.8,Zone 5,Safe,4,1,1,0,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-03-08,3,4.14,26.99,24.2,29.99,30.56,3.88,75.7,Zone 5,Unaccounted,1,3,0,0,0,0,0,0,Medium,100,HIGH
